40         2017-01-12   11:00:00   70°37′                 41.88       1.20
40         2017-01-12   12:00:00   162°41′                41.73       1.19
40         2017-01-12   13:00:00   73°23′                 77.75       1.30
40         2017-01-12   14:00:00   71°60′                 56.97       1.27
40         2017-01-12   14:10:00   160°26′                23.60       1.18
40         2017-01-12   14:10:10   164°0′                 16.39       1.09
40         2017-01-12   14:10:25   161°37′                42.96       1.23
40         2017-01-12   14:10:30   159°39′                22.73       1.14
40         2017-01-12   14:10:50   158°37′                27.86       1.11
40         2017-01-12   14:11:00   0°0′                    0.00       0.00
40         2017-01-12   14:11:05   0°0′                    0.00       0.00
40         2017-01-12   14:11:25   0°0′                    0.00       0.00
40         2017-01-12   14:11:40   0°0′                    0.00       0.00
40         2017-01-12   14:11:50   0°0′                    0.00       0.00
40         2017-01-12   14:12:10   0°0′                    0.00       0.00
40         2017-01-12   14:12:15   0°0′                    0.00       0.00
40         2017-01-12   14:12:35   0°0′                    0.00       0.00
40         2017-01-12   14:13:00   0°0′                    0.00       0.00
40         2017-01-12   14:13:25   338°37′                27.86       1.11
40         2017-01-12   14:13:50   339°39′                22.73       1.14
40         2017-01-12   14:14:05   341°37′                42.96       1.23
40         2017-01-12   14:14:15   344°0′                 16.39       1.09
40         2017-01-12   14:14:55   340°26′                23.60       1.18
40         2017-01-12   14:15:00   251°60′                56.97       1.27
40         2017-01-12   14:15:25   253°23′                77.75       1.30
40         2017-01-12   14:16:40   342°41′                41.73       1.19
40         2017-01-12   14:18:25   250°37′                41.88       1.20
40         2017-01-12   14:19:55   243°47′                 6.29       1.26
40         2017-01-12   14:21:25   252°41′                93.40       1.33
40         2017-01-12   14:23:30   341°29′                39.09       1.30
40         2017-01-12   14:25:00   329°28′                26.60       1.06
40         2017-01-12   14:26:45   216°7′               1165.20      29.13
40         2017-01-12   14:27:55   194°27′               544.85      15.57
40         2017-01-12   14:28:55   222°29′              1559.64      31.19
40         2017-01-12   14:29:15   281°30′               753.77      13.70
40         2017-01-12   14:30:15   248°56′              1521.25      21.73
40         2017-01-12   14:30:40   262°40′              1261.16      12.01
40         2017-01-12   14:31:20   297°49′               729.46      14.59
40         2017-01-12   14:31:30   276°34′              1471.70      18.40
40         2017-01-12   14:32:15   264°39′               832.18      13.87
40         2017-01-12   14:33:10   211°8′               1123.30      24.96
40         2017-01-12   14:33:30   282°27′               637.00      14.16
40         2017-01-12   14:33:50   231°10′               576.38      14.41
40         2017-01-12   14:34:05   250°21′               772.26      19.31
40         2017-01-12   14:35:50   51°49′                 70.44      14.09
40         2017-01-12   15:00:00   53°7′                 132.77      13.28
40         2017-01-12   15:00:15   49°55′                113.69      11.37
40         2017-01-12   15:00:25   50°39′                 20.46       4.09
40         2017-01-12   15:00:40   47°56′                287.64      14.38
40         2017-01-12   15:00:45   21°42′                333.06      13.32
40         2017-01-12   15:00:55   35°25′                122.80       4.91
40         2017-01-12   15:01:10   36°55′                214.40      14.29
40         2017-01-12   15:01:20   58°10′                245.98      16.40
40         2017-01-12   15:01:30   60°29′                109.06      10.91
40         2017-01-12   15:01:35   59°18′                 38.10       3.81
40         2017-01-12   15:01:50   60°8′                  52.11       0.13
40         2017-01-12   15:02:25   61°2′                 154.95      15.49
40         2017-01-12   15:02:30   61°20′                  7.73       1.55
40         2017-01-12   15:02:45   56°8′                  14.97       0.09
40         2017-01-12   15:03:00   60°30′                 37.64       7.53
40         2017-01-12   15:03:10   58°53′                 69.93      13.99
40         2017-01-12   15:03:20   0°0′                    0.00       0.00
40         2017-01-12   15:03:35   60°37′                219.09       0.08
40         2017-01-12   15:03:50   60°40′                209.93      14.00
40         2017-01-12   15:04:00   62°58′                114.14      11.41
40         2017-01-12   15:04:10   62°35′                173.07      11.54
40         2017-01-12   15:04:20   65°17′                305.90      15.29
40         2017-01-12   16:00:00   67°25′                511.42      14.61
40         2017-01-12   16:00:20   67°42′                 41.51       0.44
40         2017-01-12   16:00:50   73°2′                 276.35      13.82
40         2017-01-12   16:02:25   60°23′                474.28      15.81
40         2017-01-12   16:02:55   51°9′                 319.07       4.56
40         2017-01-12   16:03:50   48°17′                 69.61       3.48
40         2017-01-12   16:04:05   47°29′                 26.05       1.74
40         2017-01-12   16:04:55   37°10′                224.38      14.96
40         2017-01-12   16:05:30   30°42′                334.04      13.36
40         2017-01-12   16:05:50   31°22′                 49.91       9.98
40         2017-01-12   16:07:30   36°7′                 454.17      15.14
40         2017-01-12   16:08:50   53°7′                 132.74      13.27
40         2017-01-12   16:09:10   53°27′                189.80      12.65
40         2017-01-12   16:09:35   59°38′                  9.16       1.83
40         2017-01-12   16:09:50   55°43′                 88.84       8.88
40         2017-01-12   16:10:05   55°29′                186.41      12.43
40         2017-01-12   16:10:30   57°7′                 133.13      13.31
40         2017-01-12   16:10:55   56°55′                137.49      13.75
40         2017-01-12   16:11:35   56°46′                228.20      15.21
40         2017-01-12   16:11:55   57°45′                 34.72       6.94
40         2017-01-12   16:12:10   57°15′                118.17      11.82
40         2017-01-12   16:12:40   57°3′                 160.14      16.01
40         2017-01-12   16:14:00   57°35′                 41.47       8.29
40         2017-01-12   16:14:20   57°16′                 80.55      16.11
40         2017-01-12   16:14:35   58°59′                172.62      11.51
40         2017-01-12   16:15:05   67°3′                 114.06      11.41
40         2017-01-12   16:15:30   68°18′                 40.11       8.02
40         2017-01-12   16:15:35   66°22′                 18.49       3.70
40         2017-01-12   16:16:10   0°0′                    0.00       0.00
40         2017-01-12   16:16:45   327°33′               353.56       6.43
40         2017-01-12   16:17:50   89°60′                 79.05       0.41
40         2017-01-12   16:19:25   75°1′                  53.77       5.38
40         2017-01-12   16:19:35   89°13′                135.53       9.04
40         2017-01-12   16:20:55   320°7′                234.24       6.69
40         2017-01-12   16:21:10   0°0′                    0.00       0.00
40         2017-01-12   16:22:00   0°0′                    0.00       0.00
40         2017-01-12   16:22:30   0°0′                    0.00       0.00
40         2017-01-12   17:00:00   0°0′                    0.00       0.00
40         2017-01-12   17:30:00   87°39′                 22.60       0.01
40         2017-01-12   17:30:30   144°46′               221.19       6.32
40         2017-01-12   17:31:20   102°11′                43.90       8.78
40         2017-01-12   17:31:35   106°1′                 23.50       4.70
40         2017-01-12   17:31:55   108°48′               126.46       8.43
40         2017-01-12   17:33:10   107°34′                67.52       6.75
40         2017-01-12   17:33:55   94°28′                 23.79       4.76
40         2017-01-12   17:34:35   148°38′                19.53       3.91
40         2017-01-12   17:35:40   147°24′                67.08      13.42
40         2017-01-12   17:36:50   49°15′                 29.81       5.96
40         2017-01-12   17:38:55   40°48′                 29.38       5.88
40         2017-01-12   17:39:15   38°5′                  16.48       3.30
40         2017-01-12   17:39:45   34°9′                 128.75      12.88
40         2017-01-12   17:40:20   57°54′                 67.99      13.60
40         2017-01-12   17:40:45   73°40′                 16.47       3.29
40         2017-01-12   17:41:35   75°50′                166.55      16.66
40         2017-01-12   17:42:45   77°23′                 12.73       2.55
40         2017-01-12   17:44:20   68°40′                201.24      13.42
40         2017-01-12   17:45:15   68°13′                 94.86       9.49
40         2017-01-12   17:45:45   69°21′                 44.65       8.93
40         2017-01-12   17:46:25   69°16′                 31.39       6.28
40         2017-01-12   17:46:45   67°32′                150.31      15.03
40         2017-01-12   17:47:25   352°54′               164.33      10.96
40         2017-01-12   17:47:30   347°27′                98.72       9.87
40         2017-01-12   17:47:55   359°8′                 74.13       7.41
40         2017-01-12   17:48:45   356°31′                92.83       9.28
40         2017-01-12   18:00:00   356°52′               186.51      12.43
40         2017-01-12   19:00:00   19°12′                 89.28       8.93
40         2017-01-12   19:30:00   29°6′                 123.01      12.30
40         2017-01-12   19:30:50   33°29′                182.17      12.14
40         2017-01-12   19:31:30   29°29′                222.47      11.12
40         2017-01-12   19:31:55   30°14′                 24.67       0.49
40         2017-01-12   19:32:15   32°57′                172.26       2.87
40         2017-01-12   19:32:30   31°29′                209.69      10.48
40         2017-01-12   19:33:20   28°55′                 79.39       5.29
40         2017-01-12   19:34:10   92°56′                 90.44       0.53
40         2017-01-12   19:34:30   0°0′                    0.00       0.00
40         2017-01-12   19:35:40   0°0′                    0.00       0.00
40         2017-01-12   19:36:20   0°0′                    0.00       0.00
40         2017-01-12   19:37:20   272°56′                90.44       0.41
40         2017-01-12   19:37:45   208°55′                79.39       7.94
40         2017-01-12   19:38:25   211°29′               209.69      10.48
40         2017-01-12   19:38:45   212°57′               172.26      11.48
40         2017-01-12   19:39:35   210°14′                24.67       4.93
40         2017-01-12   19:40:40   295°35′               255.36      12.77
40         2017-01-12   19:41:00   239°53′                75.71       7.57
40         2017-01-12   19:41:25   238°48′                55.44       5.54
40         2017-01-12   19:42:10   243°18′                78.36       7.84
40         2017-01-12   19:42:45   266°28′               600.70      13.35
40         2017-01-12   19:43:05   257°50′               206.75      13.78
40         2017-01-12   19:43:20   252°46′                96.94       2.42
40         2017-01-12   19:43:50   252°54′                18.90       0.29
40         2017-01-12   19:44:15   276°12′                94.27       9.43
40         2017-01-12   19:44:20   281°10′                62.15      12.43
40         2017-01-12   19:44:55   273°4′                 52.01      10.40
40         2017-01-12   19:45:30   275°51′                27.24       5.45
40         2017-01-12   19:46:35   270°0′                  6.78       0.14
40         2017-01-12   19:48:30   275°31′                19.28       3.86
40         2017-01-12   19:51:55   359°60′                17.60       3.52
40         2017-01-12   19:52:35   357°59′               225.28      11.26
40         2017-01-12   19:53:35   354°32′                94.94       9.49
40         2017-01-12   19:58:25   356°35′                94.67       9.47
40         2017-01-12   19:59:10   1°15′                 155.69      10.38
40         2017-01-12   19:59:40   1°49′                  71.38       7.14
40         2017-01-12   20:00:00   5°48′                  11.18       2.24
40         2017-01-12   20:00:30   1°14′                 104.72      10.47
40         2017-01-12   20:01:35   2°7′                   91.79       9.18
40         2017-01-12   20:03:50   0°60′                  64.87      12.97
40         2017-01-12   21:00:00   10°45′                417.78      11.94
40         2017-01-12   21:50:00   355°11′               255.70      12.79
40         2017-01-12   21:50:40   324°36′                13.64       2.73
40         2017-01-12   21:51:30   329°20′                39.85       7.97
40         2017-01-12   21:52:45   321°52′               265.05      13.25
40         2017-01-12   21:53:15   328°18′               231.97       2.73
40         2017-01-12   21:54:05   326°23′                12.24       0.61
40         2017-01-12   21:56:05   51°28′                 96.68      19.34
40         2017-01-12   21:57:10   0°0′                    0.00       0.00
40         2017-01-12   21:59:05   0°0′                    0.00       0.00
40         2017-01-12   21:59:55   0°0′                    0.00       0.00
40         2017-01-12   22:00:00   0°0′                    0.00       0.00
40         2017-01-12   22:00:45   0°0′                    0.00       0.00
40         2017-01-12   22:02:15   0°0′                    0.00       0.00
40         2017-01-12   23:00:00   46°34′                 20.21       4.04
100        2017-01-12   03:00:00   65°57′                 70.48       3.52
100        2017-01-12   04:00:00   63°58′                 52.78       3.52
100        2017-01-12   05:00:00   63°43′                142.29       4.07
100        2017-01-12   06:00:00   63°53′                103.11       4.12
100        2017-01-12   07:00:00   64°43′                 41.21       4.12
100        2017-01-12   07:00:35   67°13′                 52.65       3.51
100        2017-01-12   07:00:55   67°41′                 75.66       3.78
100        2017-01-12   07:01:25   66°24′                 76.39       3.82
100        2017-01-12   07:01:40   67°41′                 70.78       3.54
100        2017-01-12   07:02:10   68°45′                 23.02       2.30
100        2017-01-12   07:03:05   67°20′                137.04       3.92
100        2017-01-12   07:03:30   67°19′                 67.30       3.36
100        2017-01-12   07:04:15   67°41′                 58.58       3.91
100        2017-01-12   07:04:25   66°44′                 77.42       3.87
100        2017-01-12   07:05:25   68°17′                125.18       3.58
100        2017-01-12   07:06:25   68°49′                 43.59       2.91
100        2017-01-12   07:06:50   73°43′                138.79       3.97
100        2017-01-12   07:07:20   105°39′                96.14       3.85
100        2017-01-12   07:07:55   99°58′                 32.10       3.21
100        2017-01-12   07:08:30   49°45′                140.53       4.02
100        2017-01-12   07:10:40   133°18′                41.88       2.79
100        2017-01-12   07:10:55   145°9′                 39.52       3.95
100        2017-01-12   07:11:00   62°15′                 49.75       3.32
100        2017-01-12   07:11:20   18°23′                 10.74       2.15
100        2017-01-12   07:11:35   141°51′                53.01       3.53
100        2017-01-12   07:12:25   57°39′                122.95       3.51
100        2017-01-12   08:00:00   75°50′                 60.55       4.04
100        2017-01-12   09:00:00   161°2′                 38.21       3.82
100        2017-01-12   10:00:00   0°0′                    0.00       0.00
100        2017-01-12   11:00:00   0°0′                    0.00       0.00
100        2017-01-12   12:00:00   0°0′                    0.00       0.00
100        2017-01-12   13:00:00   0°0′                    0.00       0.00
100        2017-01-12   14:00:00   0°0′                    0.00       0.00
100        2017-01-12   15:00:00   0°0′                    0.00       0.00
100        2017-01-12   16:00:00   88°44′                 41.77       1.19
100        2017-01-12   17:00:00   78°42′                 42.59       1.22
100        2017-01-12   17:30:00   78°13′                 72.64       1.32
100        2017-01-12   17:30:50   66°31′                 20.92       1.05
100        2017-01-12   17:31:05   64°46′                 67.38       1.35
100        2017-01-12   17:31:25   65°53′                 27.21       1.36
100        2017-01-12   17:31:30   64°18′                 36.32       1.21
100        2017-01-12   17:31:45   64°35′                 23.74       1.19
100        2017-01-12   17:33:55   62°50′                 20.30       1.35
100        2017-01-12   17:34:30   66°2′                  29.65       1.19
100        2017-01-12   17:35:05   64°25′                 45.05       1.29
100        2017-01-12   17:35:35   63°12′                 16.44       1.10
100        2017-01-12   17:36:00   67°41′                 46.36       1.32
100        2017-01-12   17:37:00   65°57′                 56.85       1.26
100        2017-01-12   17:38:00   66°49′                 28.24       1.13
100        2017-01-12   17:38:10   65°38′                 35.93       1.20
100        2017-01-12   17:38:55   71°42′                 85.59       1.32
100        2017-01-12   17:39:20   17°24′                 33.98       1.36
100        2017-01-12   17:40:15   24°5′                  80.18       1.34
100        2017-01-12   17:40:45   92°3′                  51.95       1.30
100        2017-01-12   17:41:00   91°48′                 29.36       1.17
100        2017-01-12   17:41:30   93°21′                 47.49       1.36
100        2017-01-12   17:41:50   90°23′                136.57       1.37
100        2017-01-12   17:42:25   23°8′                  57.43       1.28
100        2017-01-12   18:00:00   95°33′                 86.18       1.33
100        2017-01-12   19:00:00   1°40′                  38.93       1.30
100        2017-01-12   20:00:00   18°45′                 59.69       1.19
100        2017-01-12   21:00:00   89°60′                 16.93       1.13
100        2017-01-12   22:00:00   91°10′                 45.16       1.29
100        2017-01-12   23:00:00   91°44′                 30.49       1.22
160        2017-01-12   03:00:00   92°2′                  25.98       1.30
160        2017-01-12   04:00:00   89°60′                 22.57       1.13
160        2017-01-12   05:00:00   96°41′                  7.95       0.80
160        2017-01-12   06:00:00   92°14′                 23.72       1.19
160        2017-01-12   07:00:00   90°60′                 53.06       1.33
160        2017-01-12   08:00:00   89°60′                 76.75       1.28
160        2017-01-12   09:00:00   90°52′                 60.96       1.35
160        2017-01-12   10:00:00   89°60′                 46.27       1.32
160        2017-01-12   10:00:30   89°60′                 21.45       1.07
160        2017-01-12   10:00:40   14°14′                 22.94       1.15
160        2017-01-12   10:00:55   95°4′                  41.92       1.20
160        2017-01-12   10:01:05   11°2′                  23.60       1.18
160        2017-01-12   10:01:15   97°23′                 21.62       1.08
160        2017-01-12   10:01:20   98°14′                 19.39       1.29
160        2017-01-12   10:01:30   96°58′                 53.44       1.34
160        2017-01-12   10:01:40   92°32′                 41.80       1.39
160        2017-01-12   10:02:10   94°22′                 48.67       1.39
160        2017-01-12   11:00:00   0°0′                    0.00       0.00
160        2017-01-12   12:00:00   19°58′                 56.19       1.25
160        2017-01-12   13:00:00   20°4′                  29.59       1.18
160        2017-01-12   14:00:00   18°31′                 39.08       1.30
160        2017-01-12   14:30:00   20°33′                 25.73       1.29
160        2017-01-12   14:30:05   102°5′                 26.55       1.33
160        2017-01-12   14:30:15   97°47′                 27.34       1.37
160        2017-01-12   14:30:30   101°3′                 24.15       1.21
160        2017-01-12   14:30:40   95°52′                 45.38       1.30
160        2017-01-12   14:30:50   15°9′                  17.28       1.15
160        2017-01-12   14:31:05   9°52′                  13.17       1.32
160        2017-01-12   14:31:15   19°11′                  6.87       0.69
160        2017-01-12   14:31:25   0°0′                    0.00       0.00
160        2017-01-12   14:31:30   0°0′                    0.00       0.00
160        2017-01-12   14:31:40   0°0′                    0.00       0.00
160        2017-01-12   14:31:45   0°0′                    0.00       0.00
160        2017-01-12   14:31:50   0°0′                    0.00       0.00
160        2017-01-12   14:32:05   199°11′                 6.87       0.69
160        2017-01-12   14:32:15   189°52′                13.17       1.32
160        2017-01-12   14:32:30   195°9′                 17.28       1.15
160        2017-01-12   14:32:35   275°52′                45.38       1.30
160        2017-01-12   14:32:45   281°3′                 24.15       1.21
160        2017-01-12   14:33:05   277°47′                27.34       1.37
160        2017-01-12   14:33:10   282°5′                 26.55       1.33
160        2017-01-12   14:33:20   200°33′                25.73       1.29
160        2017-01-12   14:33:30   198°31′                39.08       1.30
160        2017-01-12   14:33:35   200°4′                 29.59       1.18
160        2017-01-12   14:33:55   199°58′                56.19       1.25
160        2017-01-12   14:34:05   274°22′                48.67       1.39
160        2017-01-12   14:34:10   272°32′                41.80       1.39
160        2017-01-12   14:34:20   276°58′                53.44       1.34
160        2017-01-12   14:34:25   278°14′                19.39       1.29
160        2017-01-12   14:34:30   277°23′                21.62       1.08
160        2017-01-12   14:34:50   191°2′                 23.60       1.18
160        2017-01-12   14:35:00   275°4′                 41.92       1.20
160        2017-01-12   14:35:05   194°14′                22.94       1.15
160        2017-01-12   14:35:15   269°60′                21.45       1.07
160        2017-01-12   14:35:25   269°60′                46.27       1.32
160        2017-01-12   14:35:40   270°52′                60.96       1.35
160        2017-01-12   14:36:00   269°60′                76.75       1.28
160        2017-01-12   14:36:20   270°60′                53.06       1.33
160        2017-01-12   14:36:45   272°14′                23.72       1.19
160        2017-01-12   14:36:50   276°41′                 7.95       0.80
160        2017-01-12   14:37:05   270°0′                 22.57       1.13
160        2017-01-12   14:37:15   272°2′                 25.98       1.30
160        2017-01-12   14:37:25   271°44′                30.49       1.22
160        2017-01-12   14:37:30   271°10′                45.16       1.29
160        2017-01-12   14:37:50   270°0′                 16.93       1.13
160        2017-01-12   14:37:55   198°45′                59.69       1.19
160        2017-01-12   14:38:05   181°40′                38.93       1.30
160        2017-01-12   14:38:25   275°33′                86.18       1.33
160        2017-01-12   14:38:40   203°8′                 57.43       1.28
160        2017-01-12   14:38:45   270°23′               136.57       1.37
160        2017-01-12   14:39:05   273°21′                47.49       1.36
160        2017-01-12   14:39:10   271°48′                29.36       1.17
160        2017-01-12   14:39:35   272°3′                 51.95       1.30
160        2017-01-12   14:39:50   204°5′                 80.18       1.34
160        2017-01-12   14:40:05   197°24′                33.98       1.36
160        2017-01-12   14:40:30   251°42′                85.59       1.32
160        2017-01-12   14:41:00   245°38′                35.93       1.20
160        2017-01-12   14:41:15   246°49′                28.24       1.13
160        2017-01-12   14:41:30   245°57′                56.85       1.26
160        2017-01-12   14:41:50   247°41′                46.36       1.32
160        2017-01-12   14:42:10   243°12′                16.44       1.10
160        2017-01-12   14:42:20   244°25′                45.05       1.29
160        2017-01-12   14:42:35   246°2′                 29.65       1.19
160        2017-01-12   14:42:45   242°50′                20.30       1.35
160        2017-01-12   14:43:00   244°35′                23.74       1.19
160        2017-01-12   14:43:05   244°18′                36.32       1.21
160        2017-01-12   14:43:20   245°53′                27.21       1.36
160        2017-01-12   14:43:35   244°46′                67.38       1.35
160        2017-01-12   14:44:05   246°31′                20.92       1.05
160        2017-01-12   14:44:20   258°13′                72.64       1.32
160        2017-01-12   14:44:45   258°42′                42.59       1.22
160        2017-01-12   14:44:55   268°44′                41.77       1.19
160        2017-01-12   14:45:00   279°53′                37.81       1.26
160        2017-01-12   14:45:25   280°43′                14.93       1.00
160        2017-01-12   14:45:45   304°33′                42.48       1.21
160        2017-01-12   14:46:05   311°6′                 23.96       1.20
160        2017-01-12   14:46:20   313°5′                122.08       1.36
160        2017-01-12   14:46:25   303°58′                91.19       1.30
160        2017-01-12   14:46:40   273°55′                40.73       1.36
160        2017-01-12   14:46:45   271°41′                31.62       1.26
160        2017-01-12   14:46:55   270°0′                  9.03       0.90
160        2017-01-12   14:47:05   270°0′                 39.50       1.32
160        2017-01-12   14:47:40   268°46′                42.90       1.23
160        2017-01-12   14:48:10   268°49′                45.16       1.29
160        2017-01-12   14:48:15   267°52′                99.40       1.33
160        2017-01-12   14:48:50   265°44′                37.35       1.25
160        2017-01-12   14:49:10   268°15′                30.49       1.22
160        2017-01-12   14:49:15   267°49′                48.57       1.21
160        2017-01-12   14:49:25   266°23′                44.11       1.26
160        2017-01-12   14:49:35   266°44′               130.01       1.37
160        2017-01-12   14:49:50   262°12′                82.02       1.37
160        2017-01-12   15:00:00   259°55′                68.78       1.38
160        2017-01-12   16:00:00   261°59′                39.89       1.33
160        2017-01-12   16:00:15   245°46′                38.37       1.28
160        2017-01-12   16:00:25   257°25′               131.84       1.32
160        2017-01-12   16:00:35   255°58′               107.03       1.34
160        2017-01-12   16:00:40   250°34′               136.45       1.36
160        2017-01-12   16:01:00   249°36′                63.82       1.28
160        2017-01-12   16:01:35   245°29′                22.33       1.12
160        2017-01-12   16:01:40   247°5′                121.32       1.35
160        2017-01-12   16:02:10   245°2′                 83.42       1.28
160        2017-01-12   16:02:45   245°40′                60.70       1.35
160        2017-01-12   16:02:55   247°57′                91.33       1.30
160        2017-01-12   16:03:05   248°15′                87.50       1.35
160        2017-01-12   16:03:10   249°32′               106.02       1.33
160        2017-01-12   16:03:25   250°26′                80.26       1.34
160        2017-01-12   16:03:30   0°0′                    0.00       0.00
160        2017-01-12   16:03:45   249°45′                83.01       1.38
160        2017-01-12   16:04:05   252°53′                18.90       1.26
160        2017-01-12   16:04:25   250°37′                83.76       1.29
160        2017-01-12   16:04:50   250°18′               159.45       1.33
160        2017-01-12   16:04:55   262°34′                50.09       1.25
160        2017-01-12   16:05:05   329°18′                84.04       1.29
160        2017-01-12   16:05:30   330°28′                45.79       1.31
160        2017-01-12   16:05:45   242°58′                93.77       1.34
160        2017-01-12   16:06:15   242°25′                14.01       0.93
160        2017-01-12   16:06:30   253°51′               139.85       1.33
160        2017-01-12   16:06:45   259°42′               139.96       1.33
160        2017-01-12   16:06:50   268°5′                 55.34       1.38
160        2017-01-12   16:07:05   271°38′                97.11       1.39
160        2017-01-12   16:07:15   274°58′                96.31       1.38
160        2017-01-12   16:07:30   285°32′                76.15       1.38
160        2017-01-12   16:07:40   298°16′               148.67       1.35
160        2017-01-12   16:08:00   285°39′                48.06       1.37
160        2017-01-12   16:08:20   276°48′                70.48       1.28
160        2017-01-12   16:08:35   274°41′                33.98       1.36
160        2017-01-12   16:08:50   276°41′                63.64       1.27
160        2017-01-12   16:09:20   273°55′                27.15       1.36
160        2017-01-12   16:09:45   275°13′                10.20       1.02
160        2017-01-12   16:10:00   273°24′                78.02       1.30
160        2017-01-12   16:10:15   275°51′                18.15       1.21
160        2017-01-12   16:10:40   270°0′                 14.67       0.98
160        2017-01-12   16:10:45   264°58′                31.73       1.27
160        2017-01-12   16:11:05   262°27′                35.30       1.18
160        2017-01-12   16:11:10   251°26′                52.39       1.31
160        2017-01-12   16:11:25   251°36′                44.02       1.26
160        2017-01-12   16:11:45   251°30′                32.14       1.29
160        2017-01-12   16:11:55   252°29′                30.78       1.23
160        2017-01-12   16:12:00   251°32′                70.21       1.28
160        2017-01-12   16:12:20   251°19′                40.51       1.35
160        2017-01-12   16:12:25   251°29′                90.47       1.39
160        2017-01-12   16:12:35   262°55′                75.07       1.36
160        2017-01-12   16:12:45   276°15′                17.03       1.14
160        2017-01-12   16:13:00   276°3′                140.75       1.34
160        2017-01-12   16:13:05   257°44′                39.27       1.31
160        2017-01-12   16:13:30   254°12′                34.02       1.36
160        2017-01-12   16:13:50   264°29′                38.56       1.29
160        2017-01-12   16:14:10   271°53′                28.23       1.13
160        2017-01-12   16:14:25   275°21′                89.56       1.38
160        2017-01-12   16:14:35   285°18′                52.66       1.32
160        2017-01-12   16:14:45   277°47′                20.51       1.03
160        2017-01-12   16:14:50   277°29′                28.46       1.14
160        2017-01-12   16:15:00   278°5′                 59.29       1.32
160        2017-01-12   16:15:20   277°7′                 52.33       1.31
160        2017-01-12   16:15:25   276°53′                38.66       1.29
160        2017-01-12   16:15:30   278°14′                38.78       1.29
160        2017-01-12   16:15:40   279°2′                 35.43       1.18
160        2017-01-12   16:15:45   280°20′                41.31       1.38
160        2017-01-12   16:15:55   281°12′                33.37       1.33
160        2017-01-12   16:16:15   286°2′                 23.49       1.17
160        2017-01-12   16:16:20   285°18′                63.19       1.26
160        2017-01-12   16:16:30   272°8′                 24.85       1.24
160        2017-01-12   16:16:40   291°3′                 38.70       1.29
160        2017-01-12   16:16:45   202°23′                71.14       1.29
160        2017-01-12   16:17:05   201°11′                43.72       1.25
160        2017-01-12   16:17:15   202°6′                 42.00       1.20
160        2017-01-12   16:17:20   200°27′                48.45       1.38
160        2017-01-12   16:17:35   116°13′                 6.29       1.26
